person_id,sociability,routine_preference,spontaneity,travel_tolerance,nightlife_preference,activity_budget,family_orientation,warmth,directness,patience,communication_style,personality_summary
P09040,0.36,0.54,0.38,0.66,0.50,0.24,0.29,0.62,0.38,0.68,沉稳耐心,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式沉稳耐心，生活取向相对均衡。
P09041,0.74,0.53,0.62,0.55,0.59,0.39,0.52,0.48,0.55,0.53,健谈外向,性格较为外向，通常愿意主动联系熟人并参加共同活动。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式健谈外向，生活取向相对均衡。
P09042,0.19,0.65,0.59,0.48,0.58,0.65,0.61,0.76,0.78,0.59,坦率热情,性格偏安静，更喜欢小范围交往和熟悉的人。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式坦率热情，生活取向相对均衡。
P09043,0.78,0.24,0.67,0.85,0.61,0.33,0.15,0.46,0.72,0.48,直接简洁,性格较为外向，通常愿意主动联系熟人并参加共同活动。通常会做基本安排，但遇到合适机会也愿意临时调整；对较远的出行接受度较高。交流方式直接简洁，生活取向相对均衡。
P09044,0.33,0.71,0.24,0.33,0.40,0.41,0.74,0.61,0.74,0.34,坦率热情,性格偏安静，更喜欢小范围交往和熟悉的人。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；更偏好住处或工作地点附近的活动。交流方式坦率热情，重视家庭联系。
P09045,0.54,0.81,0.28,0.41,0.73,0.40,0.74,0.30,0.72,0.58,直接简洁,社交态度适中，既愿意参加活动，也需要独处时间。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；对出行距离没有明显偏好。交流方式直接简洁，重视家庭联系，喜欢晚间外出。
P09046,0.54,0.22,0.63,0.34,0.59,0.83,0.76,0.50,0.22,0.69,沉稳耐心,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；更偏好住处或工作地点附近的活动。交流方式沉稳耐心，重视家庭联系。
P09047,0.50,0.54,0.38,0.43,0.38,0.50,0.78,0.37,0.13,0.63,克制务实,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式克制务实，重视家庭联系。
P09048,0.80,0.39,0.57,0.51,0.60,0.60,0.67,0.61,0.59,0.70,沉稳耐心,性格较为外向，通常愿意主动联系熟人并参加共同活动。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式沉稳耐心，处理分歧时较有耐心。
P09049,0.69,0.39,0.60,0.59,0.45,0.60,0.71,0.58,0.23,0.30,健谈外向,性格较为外向，通常愿意主动联系熟人并参加共同活动。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式健谈外向，重视家庭联系。
P09050,0.85,0.26,0.41,0.72,0.71,0.77,0.83,0.55,0.21,0.72,沉稳耐心,性格较为外向，通常愿意主动联系熟人并参加共同活动。通常会做基本安排，但遇到合适机会也愿意临时调整；对较远的出行接受度较高。交流方式沉稳耐心，重视家庭联系，喜欢晚间外出，处理分歧时较有耐心。
P09051,0.18,0.17,0.62,0.49,0.30,0.47,0.90,0.45,0.71,0.22,直接简洁,性格偏安静，更喜欢小范围交往和熟悉的人。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式直接简洁，重视家庭联系。
P09052,0.54,0.47,0.58,0.51,0.25,0.69,0.82,0.52,0.43,0.41,克制务实,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式克制务实，重视家庭联系。
P09053,0.58,0.56,0.39,0.67,0.50,0.33,0.95,0.37,0.26,0.44,克制务实,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式克制务实，重视家庭联系。
P09054,0.26,0.70,0.47,0.24,0.31,0.36,0.59,0.34,0.54,0.67,克制务实,性格偏安静，更喜欢小范围交往和熟悉的人。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；更偏好住处或工作地点附近的活动。交流方式克制务实，生活取向相对均衡。
P09055,0.75,0.23,0.70,0.47,0.62,0.32,0.50,0.61,0.73,0.42,坦率热情,性格较为外向，通常愿意主动联系熟人并参加共同活动。行动比较随性，容易接受临时邀约，也愿意尝试计划外活动；对出行距离没有明显偏好。交流方式坦率热情，生活取向相对均衡。
P09056,0.42,0.49,0.36,0.37,0.35,0.74,0.45,0.27,0.67,0.52,克制务实,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式克制务实，生活取向相对均衡。
P09057,0.53,0.61,0.39,0.69,0.60,0.83,0.85,0.73,0.53,0.66,温和体贴,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对较远的出行接受度较高。交流方式温和体贴，重视家庭联系。
P09058,0.58,0.37,0.61,0.77,0.52,0.24,0.91,0.33,0.73,0.73,直接简洁,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对较远的出行接受度较高。交流方式直接简洁，重视家庭联系，处理分歧时较有耐心。
P09059,0.20,0.63,0.33,0.25,0.45,0.12,0.77,0.20,0.49,0.35,克制务实,性格偏安静，更喜欢小范围交往和熟悉的人。通常会做基本安排，但遇到合适机会也愿意临时调整；更偏好住处或工作地点附近的活动。交流方式克制务实，重视家庭联系。
P09060,0.54,0.97,0.22,0.45,0.46,0.76,0.25,0.49,0.40,0.63,克制务实,社交态度适中，既愿意参加活动，也需要独处时间。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；对出行距离没有明显偏好。交流方式克制务实，生活取向相对均衡。
P09061,0.67,0.68,0.34,0.64,0.48,0.54,0.44,0.27,0.35,0.54,克制务实,社交态度适中，既愿意参加活动，也需要独处时间。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；对出行距离没有明显偏好。交流方式克制务实，生活取向相对均衡。
P09062,0.46,0.51,0.40,0.42,0.37,0.54,0.52,0.36,0.40,0.59,克制务实,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式克制务实，生活取向相对均衡。
P09063,0.30,0.58,0.53,0.36,0.65,0.32,0.50,0.21,0.54,0.70,沉稳耐心,性格偏安静，更喜欢小范围交往和熟悉的人。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式沉稳耐心，生活取向相对均衡。
P09064,0.11,0.50,0.45,0.51,0.51,0.66,0.23,0.80,0.64,0.59,温和体贴,性格偏安静，更喜欢小范围交往和熟悉的人。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式温和体贴，生活取向相对均衡。
P09065,0.37,0.61,0.48,0.58,0.50,0.48,0.16,0.17,0.79,0.19,直接简洁,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式直接简洁，生活取向相对均衡。
P09066,0.29,0.59,0.49,0.57,0.66,0.44,0.29,0.55,0.63,0.08,克制务实,性格偏安静，更喜欢小范围交往和熟悉的人。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式克制务实，生活取向相对均衡。
P09067,0.82,0.45,0.44,0.77,0.51,0.55,0.27,0.15,0.33,0.30,健谈外向,性格较为外向，通常愿意主动联系熟人并参加共同活动。通常会做基本安排，但遇到合适机会也愿意临时调整；对较远的出行接受度较高。交流方式健谈外向，生活取向相对均衡。
P09068,0.69,0.48,0.67,0.67,0.56,0.33,0.98,0.73,0.44,0.64,温和体贴,性格较为外向，通常愿意主动联系熟人并参加共同活动。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式温和体贴，重视家庭联系。
P09069,0.50,0.62,0.39,0.39,0.55,0.54,0.22,0.62,0.60,0.09,克制务实,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式克制务实，生活取向相对均衡。
P09070,0.70,0.36,0.51,0.66,0.31,0.83,0.94,0.81,0.38,0.81,温和体贴,性格较为外向，通常愿意主动联系熟人并参加共同活动。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式温和体贴，重视家庭联系，处理分歧时较有耐心。
P09071,0.95,0.69,0.33,0.67,0.55,0.58,0.79,0.64,0.65,0.88,沉稳耐心,性格较为外向，通常愿意主动联系熟人并参加共同活动。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；对出行距离没有明显偏好。交流方式沉稳耐心，重视家庭联系，处理分歧时较有耐心。
P09072,0.45,0.41,0.55,0.40,0.53,0.81,0.51,0.28,0.37,0.69,沉稳耐心,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式沉稳耐心，生活取向相对均衡。
P09073,0.37,0.77,0.22,0.37,0.61,0.44,0.76,0.56,0.92,0.72,直接简洁,社交态度适中，既愿意参加活动，也需要独处时间。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；对出行距离没有明显偏好。交流方式直接简洁，重视家庭联系，处理分歧时较有耐心。
P09074,0.97,0.88,0.32,0.92,0.57,0.49,0.29,0.57,0.42,0.41,健谈外向,性格较为外向，通常愿意主动联系熟人并参加共同活动。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；对较远的出行接受度较高。交流方式健谈外向，生活取向相对均衡。
P09075,0.71,0.66,0.37,0.47,0.70,0.71,0.82,0.42,0.24,0.35,健谈外向,性格较为外向，通常愿意主动联系熟人并参加共同活动。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式健谈外向，重视家庭联系，喜欢晚间外出。
P09076,0.54,0.55,0.48,0.71,0.61,0.80,0.44,0.28,0.62,0.08,克制务实,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对较远的出行接受度较高。交流方式克制务实，生活取向相对均衡。
P09077,0.44,0.48,0.45,0.46,0.33,0.36,0.78,0.33,0.26,0.80,沉稳耐心,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式沉稳耐心，重视家庭联系，处理分歧时较有耐心。
P09078,0.23,0.31,0.66,0.18,0.29,0.38,0.67,0.25,0.61,0.54,克制务实,性格偏安静，更喜欢小范围交往和熟悉的人。通常会做基本安排，但遇到合适机会也愿意临时调整；更偏好住处或工作地点附近的活动。交流方式克制务实，生活取向相对均衡。
P09079,0.73,0.87,0.33,0.78,0.63,0.68,0.77,0.61,0.90,0.42,坦率热情,性格较为外向，通常愿意主动联系熟人并参加共同活动。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；对较远的出行接受度较高。交流方式坦率热情，重视家庭联系。
P09080,0.88,0.64,0.59,0.59,0.60,0.77,0.45,0.33,0.36,0.62,健谈外向,性格较为外向，通常愿意主动联系熟人并参加共同活动。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式健谈外向，生活取向相对均衡。
P09081,0.47,0.66,0.36,0.56,0.56,0.22,0.68,0.34,0.48,0.69,沉稳耐心,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式沉稳耐心，重视家庭联系。
P09082,0.65,0.82,0.27,0.69,0.53,0.59,0.60,0.43,0.25,0.70,沉稳耐心,社交态度适中，既愿意参加活动，也需要独处时间。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；对较远的出行接受度较高。交流方式沉稳耐心，处理分歧时较有耐心。
P09083,0.43,0.65,0.61,0.44,0.40,0.31,0.38,0.49,0.22,0.86,沉稳耐心,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式沉稳耐心，处理分歧时较有耐心。
P09084,0.77,0.16,0.75,0.51,0.74,0.51,0.15,0.76,0.74,0.11,坦率热情,性格较为外向，通常愿意主动联系熟人并参加共同活动。行动比较随性，容易接受临时邀约，也愿意尝试计划外活动；对出行距离没有明显偏好。交流方式坦率热情，喜欢晚间外出。
P09085,0.28,0.43,0.73,0.43,0.43,0.05,0.39,0.39,0.56,0.49,克制务实,性格偏安静，更喜欢小范围交往和熟悉的人。行动比较随性，容易接受临时邀约，也愿意尝试计划外活动；对出行距离没有明显偏好。交流方式克制务实，生活取向相对均衡。
P09086,0.71,0.63,0.36,0.69,0.50,0.62,0.57,0.86,0.33,0.65,温和体贴,性格较为外向，通常愿意主动联系熟人并参加共同活动。通常会做基本安排，但遇到合适机会也愿意临时调整；对较远的出行接受度较高。交流方式温和体贴，生活取向相对均衡。
